row,subject,structure,text
1847,3_technical,2_copyedit,Missing figure numbers
1848,3_technical,4_specific,"The myogram is the temporal representation of the contraction, so you didn’t collect contractions using a myogram"
1849,2_writing,4_specific,Include the normal role of potassium so it makes sense why blocking these channels would have your hypothesized effects
1850,1_basic,3_general,Your introduction needs a source from primary literature
1851,4_logic,8_nobasis,…because?
1852,3_technical,4_specific,Need to have some references here about size. How might size affect behavior? Find some references about effects of size in other fish species
1853,3_technical,4_specific,"As the same legs served as the control and experimental, I would recommend a paired t-test over a two-sample t-test."
1854,3_technical,2_copyedit,Do not use sentences just for the statistical results.
1855,3_technical,3_general,Check the core resource guide on citation formatting.
1856,3_technical,4_specific,Flow back in? K+ ions move from the cell to the extracellular medium. Outflux.
1857,2_writing,3_general,Methods are written in past tense
1858,2_writing,3_general,Never quote primary literature!
1859,3_technical,2_copyedit,Alpha value?
1860,2_writing,4_specific,Why’d you move this down? Put it back up at the top! This should be one of the first things I read in your discussion.
1861,3_technical,2_copyedit,Still write 2018 please
1862,2_writing,4_specific,You need a bit of background on the Manduca sexta life cycle and how ecdysone behaves normally
1863,2_writing,3_general,Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.
1864,3_technical,4_specific,"Perhaps it’s coincidence but your standard deviation bars look the same for every day, are you sure you calculated out standard deviation for each separate day/treatment?"
1865,2_writing,4_specific,You need another sentence to introduce your hypothesis
1866,2_writing,3_general,Explain this as well. Use primary resources as a means of supporting what you are trying to say. Not just placing sentences in there.
1867,3_technical,4_specific,"As your first graph already shows this data and the reader is more interested in the difference in growth rather than the exact value itself, this chart isn’t needed."
1868,2_writing,2_copyedit,This is unnecessary information and is not scientific in tone. Keep your report focused on the facts
1869,2_writing,3_general,informal
1870,3_technical,8_nobasis,Why didn’t you ask me?
1871,3_technical,2_copyedit,You may want to mention somewhere in here the frog and muscle
1872,3_technical,2_copyedit,Citation format is [last name : year]
1873,2_writing,4_specific,Which mung bean is further along? The purple ones? This sentence and the one further below basically repeat each other- can you combine?
1874,2_writing,4_specific,Redundance. This line should not be in result section.
1875,3_technical,2_copyedit,"1 significant figure (28.2 seconds, 31.3 seconds) is enough."
1876,2_writing,3_general,Many of your sections have typos / grammatical errors
1877,3_technical,2_copyedit,Unlits?
1878,3_technical,3_general,"No need for these data, since you have a figure too"
1879,3_technical,4_specific,What was the effect? Be specific.
1880,3_technical,3_general,In-text citations should be excluded in the abstract.
1881,2_writing,4_specific,"This is methods, and does not need to be included here"
1882,3_technical,4_specific,"Finally, I would change the colors/figure legend so controls are all one color and all treatments are another color, then the legend could be greatly simplified"
1883,2_writing,2_copyedit,extracted
1884,2_writing,1_pointer,?
1885,3_technical,3_general,Figures do a better job of communicating trends in data than do tables.
1886,3_technical,2_copyedit,You said 6 before
1887,3_technical,2_copyedit,How much?
1888,3_technical,3_general,"Also, don’t include images from other sources in your own work."
1889,3_technical,2_copyedit,State that error bars represent +/- a standard deviation
1890,2_writing,4_specific,"Keep your terminology constant throughout: in methods you say half and half, here you say 50/50 and call it mixed soil. Pick one term, define exactly what you mean in the methods, and stick with it"
1891,3_technical,1_pointer,?
1892,2_writing,3_general,"This is a little confusing and disjointed. On your next lab report, be sure to read through your lab report and see if it flows."
1893,3_technical,2_copyedit,Be careful of the wording since this ends up meaning you had 104mL total rather than 100mL total. It would be 4mL diluted in water for 100mL total volume.
1894,3_technical,2_copyedit,Include the stats results here.
1895,3_technical,4_specific,"An alpha value of 0.05 is the standard. As such, you do not need to specify the alpha value used unless it is different from 0.05"
1896,4_logic,4_specific,Tell me why you think this.
1897,3_technical,6_holistic,I would recommend displaying this data as a line graph as it would show the change over time more clearly.
1898,3_technical,4_specific,This table is fine but not necessary since you already mention some of these values in the text by themselves.
1899,4_logic,4_specific,"Can you relate this ti summation and tetanus. Otherwise, it is not clear why did you explain those terms."
1900,4_logic,4_specific,Something wrong is not an explanation. You could say that affecting the levels of ACh could be affecting the neuromuscular junction in different ways in different muscles.
1901,3_technical,4_specific,"Not exactly, a p-value below 0.05 would indicate the means of the two groups are significantly different."
1902,3_technical,8_nobasis,What do you mean?
1903,3_technical,2_copyedit,Do not include a title in the body of the figure.
1904,2_writing,4_specific,"Avoid the word “seemed”. It’s nonspecific and weakens your statement. If you measured them as longer, then they were longer."
1905,2_writing,4_specific,Incorporate highlights from results and discussion sections
1906,3_technical,2_copyedit,What concentration of salt did you use? This is important!
1907,2_writing,4_specific,By what? (Clarification in introduction)
1908,2_writing,4_specific,You could use a sentence stating what sodium does in the cell and that lidocaine blocks sodium channels
1909,3_technical,2_copyedit,Your figure caption should also reiterate your statistical results
1910,2_writing,2_copyedit,Lower case
1911,3_technical,4_specific,What do the bars show? What are you attempting to relay with this figure?
1912,3_technical,2_copyedit,Need to state the averages and standard devs of the figure in this caption
1913,2_writing,4_specific,"This is an awkward transition. Typically, asking outright questions in a paper if you don’t immediately answer them is not the best approach."
1914,2_writing,2_copyedit,supported
1915,3_technical,3_general,You can continue to just “kale” instead since you’ve already identified it as the common name
1916,2_writing,4_specific,Even half a sentence on why this would happen would be good.
1917,2_writing,2_copyedit,This sentence is not super relevant
1918,2_writing,4_specific,This is kind of strange phrasing. Just say that seeds were grown.
1919,2_writing,4_specific,State the species and muscle you are working with
1920,2_writing,2_copyedit,not a scientific term
1921,3_technical,4_specific,"I would go ahead and include means +/- SDs in this section. Also, what are your other p-values? Typically, an ANOVA gives you one p-value for overall variance, and then you interrogate individual groups with the Tukey-Kramer, which, for your conditions, should give you more than one p-value."
1922,1_basic,4_specific,This is interpretation of results don’t state this here. State if the p-value is significant but do not make a comment on the hypotheses.
1923,3_technical,2_copyedit,Cite figure
1924,3_technical,2_copyedit,What is this ability called?
1925,2_writing,3_general,Good but can be shortened. Less methods and intro bits.
1926,3_technical,4_specific,Where is the repolarization occurring? You didn’t mention the repolarization in the muscle.
1927,3_technical,4_specific,"Once again, statistics are need to really confirm or reject a hypothesis"
1928,2_writing,2_copyedit,This is the same than before. Do not repeat information
1929,4_logic,4_specific,"Be more specific, it’s not that they both gained weight, but did you expect them to gain the same amount/rate"
1930,2_writing,3_general,Just make sure to read this section again and check for any redundancy
1931,2_writing,4_specific,"Is this a previous experiment? If so, what did they test and find?"
1932,3_technical,4_specific,"In the first big chunk of texts, you need some citations, as most of this stuff isn’t common knowledge. You also need to introduce the species you are working with, why it is helpful to study, and what muscle you are focusing on"
1933,2_writing,6_holistic,"Good job not interpreting in the results, but I would just leave this sentence out entirely. You don’t need to tell people that you’ll discuss this in the discussion since they will assumptively be reading it in a few moments."
1934,1_basic,4_specific,"This does NOT belong in the results. This is interpretation, which belongs in the discussion. Your results should simply state what happened (controls grew more), refer people to your figures which show this, and state the p-value (but NOT talk about what that means for the hypothesis)."
1935,3_technical,4_specific,Decrease in percent change doesn’t necessarily mean increase in absorbance.
1936,3_technical,2_copyedit,Just first author’s name is sufficient
1937,4_logic,6_holistic,Why would weight drop? How is JH tied to weight and what changes to it will caue changes in weight
1938,3_technical,2_copyedit,Sciatic nerve
1939,2_writing,6_holistic,"Omit this, experiments are not successful if you only obtain the expected results. Experiments are successful if everything works and you get data."
1940,3_technical,2_copyedit,How much did you inject?
1941,3_technical,2_copyedit,Mention the critical value for p to determine significance
1942,3_technical,4_specific,"These are two different cells, so the same action potential (AP) cannot be in both Those are 2 AP, so you are missing some steps in between."
1943,3_technical,2_copyedit,"Do not cite your results, you didn’t take this information from a previous experiment. That was an observation from your own experiment."
1944,3_technical,2_copyedit,Paired t-test
1945,1_basic,3_general,Missing outside sources (basic criteria)
1946,3_technical,4_specific,Check that unit
1947,3_technical,6_holistic,This is not an explanation of the results. This is why we use that cut-off level in science to determine statistical significance. That is not necessary in the discussion of your lab report.
1948,3_technical,4_specific,Why you use kale?
1949,4_logic,3_general,What is the big picture? Why is studying this significant?
1950,2_writing,4_specific,"Avoid reporting p values in abstract, rather mention that it was statistically significant"
1951,4_logic,4_specific,"Why? What role does light spectrum play in photosynthesis? Find some literature and support your claims! Also, filters exclude all light except their color"
1952,3_technical,2_copyedit,Alpha?
1953,2_writing,2_copyedit,Not necessary
1954,1_basic,4_specific,"Where is your hypothesis? Also, where do you talk about why you chose this animal? I’m not even clear on what you are testing here."
1955,4_logic,6_holistic,You need to be more specific about how plants allocate resources in different environmental conditions. What are the general patterns? What might you expect in restricted light and why?
1956,3_technical,2_copyedit,I would include your means+/-SDs for each condition here.
1957,3_technical,4_specific,"According to statistics they are similar, not slightly different"
1958,3_technical,2_copyedit,Don’t cite a source twice with different numbers. The citation format I referenced above will help with this.
1959,3_technical,4_specific,"I know the resource guide asks you to state dependent/independent variables, but as long as what you are treating the caterpillars with is in there, the variables are implied and you don’t have to include a sentence like this if you don’t want to, especially in the intro."
1960,2_writing,3_general,revise
1961,3_technical,4_specific,What’d you do with the centrifuged solution? What was in the pellet?
1962,3_technical,2_copyedit,I don’t think the error bars here were formatted properly as all the control and all the experimentals seem to have the same the same error bar.
1963,3_technical,4_specific,Explain the commitment pulse
1964,3_technical,2_copyedit,Control animals
1965,4_logic,4_specific,Does this source describe this process? Did it test this process in something else?
1966,4_logic,6_holistic,Relate this back to a bigger picture. Why is it important that we understand the effect of temperature on photosynthetic rate?
1967,3_technical,4_specific,"Try to nix the table and put this into words. Also, I don’t think you added 10 mL seltzer water to 30 mL Hill reaction buffer."
1968,2_writing,6_holistic,Be careful with this wording—we don’t want to imply that Physarum has a nervous system.
1969,3_technical,4_specific,All these should be your results. That is written exactly like it should be in the results.
1970,2_writing,2_copyedit,Over a 30 minute period would be a better way to put it.
1971,4_logic,4_specific,How does what ecdysone does actually relate to the weight of the caterpillar?
1972,3_technical,8_nobasis,There was only one figure
1973,1_basic,3_general,Also include primary literature in your discussion.
1974,3_technical,2_copyedit,Two sample t-test
1975,4_logic,6_holistic,"It’s not really stopping production of sodium, revisit this idea"
1976,2_writing,2_copyedit,"Again, past-passive."
1977,2_writing,4_specific,"Avoid stating stat results in abstract. Alternatively, you can say that your herbicide did not significantly decrease photosynthesis which was supported by your t-test analysis."
1978,2_writing,3_general,"Need a little more detail in the abstract. Briefly explain your methods, and give your hypothesis"
1979,4_logic,4_specific,How do plants use phosphorous? Be specific.
1980,3_technical,4_specific,Needs citation
1981,4_logic,3_general,This is already implicit when you said that they were significant different.
1982,4_logic,3_general,What could you do next? Why does this matter in the broader context of science and nature?
1983,2_writing,3_general,revise
1984,4_logic,4_specific,"As you’re looking at the role of a potassium blocker, I would include what the role of potassium is in normal muscle contraction. From this, you can build out and say “and this is why we think our hypothesis.”"
1985,3_technical,4_specific,Which reasons? Be specific.
1986,3_technical,4_specific,"Your figures are interesting but do not display the data well.  When you separate the treatment from the control its impossible to compare them to see the difference that you talk about.The graph of weight change from the previous day is really cool but again, impossible to tell which group was the largest and by how much (this graph also needs standard deviation error bars because its displaying averages).   If you made a figure that showed average overall weight change from day one to day 8 (with error bars) this would be acceptable.  It should look like a bar graph with one bar being the treatment, and one bar being the control."
1987,3_technical,4_specific,This should be included in the results because those are direct observations of the experiment
1988,3_technical,3_general,"This all seems a little excessive, try to trim down your figure caption a little"
1989,3_technical,4_specific,"Because the same legs served as the experimental and control, I would recommend a paired t-test instead."
1990,2_writing,3_general,This is unclear
1991,2_writing,4_specific,Rewrite the entire title. It is confusing. Keep it simple and easy to understand by the reader. That’s the best!
1992,3_technical,3_general,You need to include a figure caption
1993,2_writing,2_copyedit,Unnecessary
1994,3_technical,2_copyedit,Paired t-test
1995,3_technical,4_specific,What statistical test did you use to analyze your data?
1996,3_technical,4_specific,You should only run one paired t-test on both leg’s data.
1997,3_technical,4_specific,"any time you have an average graphed, you will need standard deviation bars (The standard deviation error bar option on excel doesn’t work properly, take a look at the resource guide or email me to learn how to add it properly)"
1998,3_technical,4_specific,You should not report the same information in figures and tables. Remove the data tables and keep the figure.
1999,2_writing,4_specific,"This should come later in the introduction. Introduce the general concept first; nerves and muscles, the organism, etc"
2000,3_technical,3_general,You should also reference your tables at the end of this section where you talk about relevant data from them.
2001,2_writing,4_specific,"Your introduction should also mention the species you are working on, and conclude with your hypothesis"
2002,3_technical,2_copyedit,Change in weight
2003,3_technical,4_specific,Which type of t-test?
2004,3_technical,4_specific,"Try to summarize your methods in a better way without putting too much detail. For example, all the procedure to isolate 200 ul into microtubes with labels A, B, B pellet, and C can be condensed in a single line stating that the sample containing the pellet after second centrifuge was used. Because if you followed the protocol properly to isolate the chloroplast, you should have the highest chloroplast in your B pellet sample."
2005,3_technical,2_copyedit,"mM is a unit for concentration (100mM = 100mmol/L). As such, the “/L” is not needed."
2006,2_writing,4_specific,Include highlights from Methods and Discussions
2007,2_writing,4_specific,Include the table contents in your methods section and delete the table. The table is for lab notebooks only
2008,3_technical,3_general,"Do not write the methods like instructions in a lab manual. Write the methods in past tense, explaining what did you do."
2009,4_logic,3_general,This is unnecessaryIn the discussion you just need to briefly mention the result again and give some possible interpretations and explanations to those observations.
2010,3_technical,4_specific,You might want to show more data in this figure. Showing leg 1 control and treatment and then leg 2 control and treatment rather than one control and treatment.
2011,3_technical,4_specific,Also the error bars are not placed correctly
2012,3_technical,4_specific,What is? (Model system question)
2013,3_technical,2_copyedit,Eight roughly…The numbers should be written like that at the beginning of the sentences.
2014,3_technical,2_copyedit,Report the mean ± SD. You should always report those values together.
2015,4_logic,6_holistic,Why was the aggressive behavior never observed in the presence of another betta?
2016,3_technical,4_specific,This is almost significant. Maybe using weight change would be more effective
2017,3_technical,4_specific,Why unequal? How many tails?
2018,4_logic,4_specific,"Just remember that they are pest during the larvae phase and according to your prediction, they will remain as a larva. However, I understand that affecting their transition to adulthood, they won’t be able to reproduce and consequently this can control the number of larvae."
2019,3_technical,4_specific,"Statistical null hypothesis. If you are going to say later that the data supports you main/alternative hypothesis, you need to make clear that you are only talking about the statistical result here."
2020,3_technical,3_general,This (but not everything in it) should be written in paragraph form in your results section.
2021,3_technical,4_specific,It would be nicer if you include this in the Results section
2022,3_technical,4_specific,"This is not clear, probably because you did not specify that you put 2 individuals in each container and that is why you separated them with a notecard."
2023,3_technical,2_copyedit,I think something is off with error bars
2024,4_logic,6_holistic,Why? You need to introduce the mechanism of aggression in order for your reader to understand your hypothesis.
2025,2_writing,3_general,Wrong tense
2026,3_technical,4_specific,Consider the y-axis: Amplitude of Contraction (V)
2027,4_logic,2_copyedit,Avoid discussing all the sources of error like habituation
2028,2_writing,3_general,explain why this would effect anything
2029,3_technical,2_copyedit,Check this amount
2030,3_technical,3_general,This and the lab manual are not primary sources and should not be used alone as your intro citations without a real citation from primary literature there as well.
2031,4_logic,6_holistic,Why might the fish be more aggressive? How does the quality of their habitat change with shelter?
2032,4_logic,4_specific,"Your hypothesis doesn’t seem like it was supported by your results. Your hypothesis was that the caffeine would increase the contraction of the muscles but your results show that caffeine nearly eliminated muscle response to stimulus. Remember that a statistical test shows if the difference in the control/experimentals were likely due to chance. The low p value you guys received would say that the difference between control and caffeine (in this case, the extreme decrease in contraction) was by likely not by chance."
2033,2_writing,3_general,informal
2034,3_technical,3_general,"Again, this is more detail than is needed in figures."
2035,3_technical,4_specific,This is not primary literature. Need to find some references about how color of opponents would affect aggression
2036,2_writing,3_general,pasttense
2037,3_technical,4_specific,Should have compared with recommended incubation time as indicated in lab manual. 3 hours seems very little compared to recommended time. Have you checked if their protocol is similar to ours?
2038,2_writing,4_specific,I don’t think most of this paragraph is really necessary – focus only on the results of the experiment that you did. You can refer to the studies that you cited in the intro for support.
2039,4_logic,4_specific,Still need some more info about why color would matter. Biological mechanisms about selection for color etc
2040,3_technical,4_specific,"Don’t need this figure, it is summed up nicely by the other one."
2041,3_technical,4_specific,"As long as you state these values in your results, you don’t need to have this table"
2042,3_technical,4_specific,"In the axon, most of the Ca++ entering the cell is extracellular. In the muscle, Ca++ ions come from the sarcoplasmic reticulum"
2043,3_technical,2_copyedit,Include the values you measured and the standard deviations.  You could also reference your figure or graph
2044,3_technical,2_copyedit,it was the same leg in both conditions
2045,4_logic,6_holistic,"Instead of this long discussion of potential errors in your experiment, can you spend more time talking about the potential implications or applications of your study? Why do we need to know how crop plants respond to different soil types?"
2046,3_technical,2_copyedit,Frogs aren’t mammals
2047,2_writing,4_specific,You could actually get rid of this line. In abstract it is implied that you have both control and treatment groups.
2048,2_writing,3_general,See resource guide for a better abstract
2049,3_technical,3_general,This figure contains raw data. Only use summary data in your lab report.
2050,3_technical,4_specific,How long was each trial? What was the purpose of doing them with and without the glass partition? What was scored in the trials without the partitions? Which values do you use in your analysis? What statistical test did you use to analyze your data?
2051,3_technical,2_copyedit,Citation formatting
2052,2_writing,3_general,Also add a concluding sentence
2053,2_writing,2_copyedit,"Fix this up, I think we talked about it"
2054,3_technical,2_copyedit,What is the p-value?
2055,2_writing,2_copyedit,I’m not sure this is the right term.
2056,2_writing,2_copyedit,This is not super relevant to your experiment so I don’t think it’s the greatest of concluding sentences
2057,3_technical,4_specific,You don’t need this because you didn’t analyze those variables. You only included the threshold in your results.So just focus on the threshold
2058,3_technical,2_copyedit,Include the statistical test you used in your methods
2059,3_technical,2_copyedit,Three what – three plants? Three seeds? Three pots?
2060,2_writing,3_general,"I didn’t catch this the first time, (so you got lucky!) but always, always reference your figure in here somewhere."
2061,2_writing,4_specific,At the end of your discussion include possible implications of your experiment at a broader scale and include that highlight in abstract
2062,3_technical,3_general,This raw data and should not be included.
2063,2_writing,2_copyedit,Figure 2
2064,3_technical,4_specific,"They were not different specimens, they were the same before and after injection. Focus better on what you predicted it will happen after the injection."
2065,3_technical,4_specific,Also include your t-statistic and degrees of freedom
2066,3_technical,3_general,You can assume your reader has a basic knowledge of stats. Just say whether or not the results were significant and give the p-values.
2067,3_technical,2_copyedit,+/-SD
2068,4_logic,4_specific,"Well, this includes blue, right? I’m a little confused about your rationale with DCPIP because we’re talking about the chloroplasts’ abilities to absorb light. I would add more bio background, introduce DCPIP and why we used it"
2069,4_logic,4_specific,"Hmm, I don’t think the scale is the problem necessary, but you make a big assumption in that you assume betta reaction to fake fish accurately reflects their reactions to fish of different species. I don’t think you can assume that at all. Instead, think about why not reacting to fake objects in the tank might be a beneficial adaptation for these fish, and discuss the implications or potential evolutionary roots of that."
2070,2_writing,4_specific,This sentence is unnecessary. You can just start with the background on nerves.
2071,3_technical,2_copyedit,"Start with Authors last name, then year."
2072,2_writing,3_general,Your title should discuss what the experiment you did is actually about
2073,2_writing,3_general,Probably not necessary
2074,3_technical,2_copyedit,[Johnson: 2018]
2075,3_technical,4_specific,This needs a citaiton
2076,3_technical,4_specific,This is mainly me being picky but could you define what hindered would mean? (Less growth? Improper growth?)
2077,3_technical,4_specific,"Need to specify that you found the average of xxx number of plants per pot, then used the pot averages in statistics"
2078,3_technical,3_general,Cite this correctlySee the resource guide
2079,2_writing,3_general,"Give me full names first, then acronyms."
2080,2_writing,3_general,You need to start more broadly
2081,3_technical,4_specific,"While not technically raw data, this would be better shown in a graph, and you should have one of those in your report anyway, so I would suggest replacing this table with an appropriate figure. Please let me know if you have any questions."
2082,4_logic,4_specific,"While we can derive what this then means for the muscle with lidocaine, a hypothesis is generally written to discuss the expected result for the experimental treatment."
2083,3_technical,4_specific,How did you treat them (methods)?
2084,2_writing,4_specific,"You barely introduced the concept of resource allocation in your introduction (1 sentence). Remember, larger concepts need to be the focal point."
2085,2_writing,4_specific,"A lot of this discussion are statements that should be in the results.  From there, you would want to reference these statements and your figures and tell me what adding JH should do and how what you saw compares to that."
2086,2_writing,2_copyedit,This is repetitive.
2087,3_technical,2_copyedit,Refer to relevant table in parenthesis.
2088,2_writing,3_general,Hypotheses are neither correct nor incorrect
2089,3_technical,4_specific,Is this a citation?
2090,2_writing,6_holistic,"You pack a lot of biological concepts into this sentence but I am not sure it makes sense. Has evolution been shaped by selection, or do you really mean that animal behavior and appearances have been shaped by selection? What kind of selection has been at play with the bettas, specifically?"
2091,2_writing,4_specific,Make sure to include a brief sentence or two from your intro and methods (Briefly give background and talk about the big picture for your methods).
2092,2_writing,3_general,This doesn’t mean what I think you are trying to say
2093,3_technical,3_general,Don’t reference based on location in the text. Always refer to figures by number (and make sure all figures in the report are referenced in the results and/or discussion)
2094,2_writing,4_specific,See if you can rearrange this to put your hypothesis as the last sentence in the paragraph.
2095,4_logic,6_holistic,I need some biological background here on calcium signaling so I can understand why you hypothesize what you do. Why would Physarum even move toward calcium anyway?
2096,3_technical,2_copyedit,Significant?
2097,3_technical,3_general,"This would still be considered raw data. As for the statistical test portion, this does not need to be included. You only need to say which statistical test was used (In the methods) and what your p-value was (results/discussion)"
2098,3_technical,3_general,This is not what we agreed on summarizing these data.
2099,3_technical,2_copyedit,It’s just called a paired t-test. I know you wrote the two sample everywhere so just make sure you fix that
2100,1_basic,4_specific,"Don’t talk about your hypothesis in your results, just state if the p-value is significant or not"
2101,2_writing,6_holistic,"Again, write this as if I have no idea about any of this."
2102,2_writing,4_specific,Your intro needs a lot more work. Include regular nerve/muscle function to lead into why you expect your blocker to work.
2103,3_technical,4_specific,These are raw data. You only need to report average R:S mass and average R:S length
2104,3_technical,4_specific,This (and all of the other day observations) is raw data.  This is summed up well in your graphs and does not need to be included this way.
2105,3_technical,4_specific,Are you sure? They are a pest during the larval phase.
2106,2_writing,4_specific,"When you write an abstract, think of it as a summary of all of your sections of your lab report. So, pick the most important things from your methods, results, and discussions and put it in here. [didn’t follow-up]"
2107,2_writing,2_copyedit,This is the first time that you mentioned this hormone
2108,4_logic,4_specific,Then why did the results support the hypothesis? They are suggesting that the muscle response did not change with the injection of lidocaine.
2109,3_technical,4_specific,"No titles on graphs, y-axis needs a label and there are errors with your standard dev bars"
2110,4_logic,3_general,Is this a conclusion?
2111,3_technical,2_copyedit,"Please report your means +/- SDs, but otherwise, good results section!"
2112,3_technical,4_specific,You still needed to introduce your study organism more in this section
2113,3_technical,4_specific,"I’m confused by all these numbers, what are they saying and why are there standard deviations with single values?"
2114,3_technical,3_general,Be consistent between using abs and percent change
2115,3_technical,8_nobasis,Why just one standard deviation?
2116,3_technical,3_general,Where are the captions in this? Is this all the data from the table? See me if you’re confused
2117,4_logic,6_holistic,"If full sunlight have the largest R:S, doesn’t that mean that plants are allocating more energy to roots than shoots?"
2118,2_writing,3_general,"Hypotheses are never correct/incorrect. Rather, they are/aren’t “supported” by your data"
2119,3_technical,2_copyedit,Roughly 70µL
2120,3_technical,4_specific,Why is this species helpful to study? What muscle are you using?
2121,3_technical,4_specific,"Well, not the t-test, because the p-value wasn’t significant, but the bar graph certainly does suggest that, yes."
2122,3_technical,3_general,"I need the numbers (averages, sd’s, stats) all in results"
2123,3_technical,2_copyedit,Standard dev?
2124,2_writing,3_general,Your intro needs to be heavily condensed – focus on ideas that are central to leading the reader to your research question and hypothesis
2125,3_technical,4_specific,You need statistics to say this
2126,3_technical,6_holistic,"There are several things wrong with this chart, I count at least 3, try to fix this and then meet with me to go over it."
2127,2_writing,2_copyedit,"Fix this up, I think we talked about it"
2128,3_technical,4_specific,"This is the wrong phrase to use here, as it sort of implies you just stumbled upon your data. You could say there is not enough statistical evidence to support that your results occurred by chance, not your data"
2129,3_technical,1_pointer,?
2130,3_technical,2_copyedit,"Do not write an entire sentences only for the statistical outcome. Remember that statistics is just a tool to the result, so you need to mention the direct observation.Remember the example that we analyzed in lab last week."
2131,4_logic,4_specific,Doesn’t this prediction contradict your earlier claims?
2132,4_logic,3_general,Why? Cite some studies.
2133,2_writing,4_specific,write PKA in parenthesis since you referred to it as PKA later
2134,1_basic,6_holistic,"Intro needs a lot of work: How does JH affect weight of a caterpillar? Talk a little bit more about manduca sexta, why are you using it? The other research done, how does it relate to yours? HYPOTHESIS"
2135,3_technical,4_specific,Your error bars look the same for the control and treatment groups – you should not be the case.
2136,3_technical,3_general,This is raw data and so should not be in the report.
2137,1_basic,4_specific,"Do not reference your hypothesis (null or otherwise) in the results! We went over this multiple times in class and in the resource guide. Technically, this should cause this report to fail."
2138,3_technical,4_specific,The means and SDs you report in your caption are different from those displayed by the graph.
2139,2_writing,2_copyedit,effect
2140,4_logic,4_specific,Be a bit more specific about how it will change? Increase? Decrease?
2141,4_logic,3_general,"Don’t end discussing your errors, have a concluding sentence or two discussing future directions/implications of your study."
2142,3_technical,4_specific,"This should have a citation,"
2143,3_technical,3_general,Do not include raw data (Basic Criteria)
2144,3_technical,4_specific,Why? What does the length ratio tell you that the mass ratio does not? Be specific.
2145,2_writing,3_general,Changing? Keep it simple.
2146,2_writing,8_nobasis,Which one? (Abstract wording)
2147,4_logic,3_general,Make sure all of your background information is relevant to your experiment
2148,3_technical,2_copyedit,Make sure you report mean as mean +/- sd
2149,3_technical,2_copyedit,Are these averaged values? Standard deviations!
2150,3_technical,2_copyedit,Specify the compared treatments
2151,2_writing,3_general,Write things out.
2152,2_writing,4_specific,"Instead of saying this, end with a concluding sentence or future direction for your study"
2153,4_logic,6_holistic,What’s the typical pattern of resource allocation? How do plants respond to heterogenous scarcity?
2154,4_logic,4_specific,You should include a sentence that sums up the reason why adding JH would create these results.
2155,3_technical,4_specific,That difference was not enforced by the t-test because there was not statistical significance.
2156,4_logic,6_holistic,"What effect does this have on weight? Why are you drawing these conclusions, flesh that out"
2157,2_writing,2_copyedit,You already did the experiment!
2158,3_technical,2_copyedit,In-text citation formatting
2159,3_technical,2_copyedit,percent change?
2160,4_logic,3_general,Why do we care?
2161,3_technical,2_copyedit,There is no table
2162,2_writing,3_general,Avoid direct quotes. Paraphrase if possible.
2163,3_technical,4_specific,What are your error bar(s)?
2164,3_technical,2_copyedit,Refer to figure number instead.
2165,3_technical,2_copyedit,"For your in-text citations, make sure to include the publication year as well."
2166,2_writing,1_pointer,writting
2167,3_technical,7_idiomatic,"According to this, you only have tables and that it’s OK, although I would prefer at least one figure."
2168,3_technical,4_specific,No need to discuss these anecdotes. Just focus on the results that you actually showed data for
2169,2_writing,4_specific,"You don’t have to state the experimental and control groups like this, although this is okay."
2170,3_technical,4_specific,"If you tested more than one group (or, had test and control groups,) are they statistically different from one another?"
2171,3_technical,3_general,These are raw data
2172,2_writing,2_copyedit,Isn’t this in line with the previous sentence? Why use the word “however”
2173,3_technical,4_specific,"Ecdysone is also produced before each molt, not only during the commitment pulse"
2174,4_logic,3_general,"Don’t assume you did it wrong. Just because you didn’t obtain the expected results, it doesn’t mean there were errors. Try to find a biological explanation for the results."
2175,3_technical,3_general,"Within the introduction, cite all pertinent literature using the [Last name of first author: year] citation format."
2176,3_technical,4_specific,"Good, explain the commitment pulse a little more and use the hormone imbalance point a little more."
2177,3_technical,2_copyedit,Dissection pan?
2178,3_technical,2_copyedit,State your averages and standard deviations
2179,3_technical,2_copyedit,Force transducer
2180,2_writing,3_general,"Hypothesis are neither correct or incorrect. The data support the hypothesis or make you reject it, but that does not mean it was correct or incorrect."
2181,4_logic,6_holistic,"Instead of talking about sources of error, try to focus on biological mechanisms. Maybe this species is resistant to acid rain? Maybe pH 4 isn’t strong enough to reduce nutrient availability? Etc"
2182,3_technical,4_specific,"Is there a way to have all control and all treatment groups the same color? If not, a better legend on the graph that states controls are blue and treatments are red would be better."
2183,3_technical,4_specific,Needs citation
2184,4_logic,3_general,Why? Do you think this is affecting your result? How? Do not include this if you are not sure that those were limitations of your experiment
2185,1_basic,4_specific,This goes in methods section. Basic Criteria #2 error
2186,2_writing,4_specific,This should come at the end of the abstract when you are discussing your results
2187,4_logic,4_specific,not as many or they are modified
2188,3_technical,2_copyedit,Still need the averages and standard deviations
2189,3_technical,4_specific,Needs citation
2190,3_technical,2_copyedit,"If your t-test had a low p-value (not sure if it did), then your hypothesis is supported, but cannot be “proven” or shown to be “correct” definitively."
2191,3_technical,2_copyedit,You need to sound more scientific. You performed 5 minute aggression trials and timed specific aggressive behaviors.
